mastery,difficulty,correct
0.994696,3,1
0.152631,1,0
0.754509,1,1
0.950920,3,1
0.821050,1,1
0.339836,3,1
0.425371,3,0
0.520506,1,1
0.790913,2,1
0.190924,1,0
0.372623,2,0
0.444879,3,0
0.609018,1,1
0.698791,2,1
0.460511,1,1
0.701079,1,1
0.049009,2,0
0.513861,3,1
0.710574,2,1
0.101001,1,0
0.701765,2,1
0.714203,2,1
0.691841,3,0
0.976242,3,1
0.902936,1,1
0.855552,1,1
0.076971,1,0
0.962838,1,1
0.881618,1,1
0.573894,3,0
0.784626,2,1
0.786232,2,1
0.800955,2,1
0.692389,2,1
0.619973,3,1
0.563590,3,0
0.743693,3,0
0.831733,2,1
0.501210,1,1
0.467667,3,0
0.883958,3,1
0.295818,3,0
0.026242,3,0
0.101208,3,0
0.460040,2,1
0.105921,1,0
0.995556,2,1
0.788341,3,1
0.285507,2,0
0.334697,2,0
0.411164,2,1
0.078984,2,0
0.228697,1,1
0.001960,3,0
0.709136,1,1
0.049100,2,0
0.207116,2,0
0.787794,1,1
0.462673,3,0
0.567372,2,1
0.695042,3,1
0.999367,3,1
0.257492,1,1
0.434427,2,1
0.623371,2,1
0.592049,1,1
0.009705,2,0
0.000998,1,0
0.665431,1,1
0.098180,3,0
0.643290,3,1
0.672144,2,1
0.880163,1,1
0.474183,1,1
0.822144,3,1
0.390832,3,0
0.922660,1,1
0.090067,1,0
0.519633,2,1
0.893868,1,1
0.506943,3,1
0.808272,1,1
0.459478,2,0
0.404616,2,1
0.597249,1,1
0.907300,1,1
0.899502,1,1
0.722758,2,1
0.533615,1,1
0.493534,2,1
0.422185,3,0
0.937016,3,0
0.758233,2,1
0.266271,2,0
0.905484,3,1
0.076691,2,0
0.119047,3,0
0.647155,1,1
0.498260,3,0
0.326410,1,0
0.467664,1,1
0.477469,2,1
0.687554,1,1
0.205472,2,0
0.725198,2,1
0.605559,2,1
0.008174,2,0
0.507308,3,0
0.079483,1,0
0.492790,3,1
0.295820,3,0
0.522127,1,1
0.393865,3,0
0.414999,2,0
0.374791,2,0
0.778313,2,1
0.389448,2,0
0.450657,3,0
0.761642,2,1
0.647462,2,1
0.180441,1,1
0.795480,2,1
0.653595,2,1
0.515488,3,0
0.577225,1,1
0.583866,1,1
0.476192,2,1
0.168442,2,0
0.430573,1,1
0.170271,3,0
0.879386,1,1
0.985685,1,1
0.820076,1,1
0.813040,3,0
0.169820,2,0
0.287582,3,0
0.369208,2,1
0.528584,2,1
0.635638,2,1
0.251454,2,0
0.557963,2,1
0.725380,3,1
0.219882,1,1
0.902658,3,1
0.473511,1,1
0.806826,2,1
0.403719,3,0
0.464257,3,0
0.826563,2,1
0.276372,3,0
0.136584,2,0
0.945074,1,1
0.560959,2,1
0.335952,2,0
0.501982,1,1
0.539311,1,1
0.725916,1,1
0.863884,2,1
0.317982,3,0
0.473805,2,1
0.102051,3,0
0.797155,1,1
0.384691,2,1
0.269813,2,0
0.698497,2,1
0.666464,1,1
0.004378,1,1
0.819756,2,1
0.304535,1,0
0.766856,3,1
0.457569,2,1
0.256948,1,1
0.924015,1,1
0.361019,2,1
0.942050,1,1
0.844691,3,1
0.404369,3,0
0.750209,3,1
0.707042,3,0
0.153125,1,1
0.513299,2,1
0.500912,3,0
0.198593,1,0
0.837267,1,1
0.321465,2,0
0.973593,1,1
0.387135,1,0
0.054123,2,1
0.590013,2,0
0.788423,2,1
0.613039,1,1
0.059090,1,0
0.799441,3,1
0.741475,3,1
0.201493,1,1
0.751798,1,1
0.049615,2,0
0.730793,2,1
0.369412,1,1
0.544259,3,0
0.338631,1,1
0.492341,3,1
0.734434,1,1
0.029217,1,0
0.899984,2,1
0.461647,3,0
0.450260,1,1
0.417533,2,1
0.971214,1,1
0.750370,1,1
0.841498,2,1
0.313828,3,0
0.921242,2,1
0.527238,1,1
0.949629,2,1
0.191551,2,0
0.923190,1,1
0.089589,2,0
0.462546,2,1
0.133860,2,0
0.788852,3,1
0.229096,2,0
0.379721,1,1
0.249778,1,1
0.896567,2,1
0.808024,3,1
0.563677,2,0
0.765519,1,1
0.224078,2,0
0.584420,1,1
0.439852,2,0
0.388094,2,1
0.494378,1,1
0.169458,1,1
0.136553,2,0
0.684062,1,1
0.332413,3,0
0.037227,2,0
0.593538,2,1
0.380307,3,0
0.194350,2,0
0.899529,2,1
0.687128,3,1
0.966479,2,1
0.975934,3,1
0.035755,2,0
0.892135,3,1
0.551578,1,1
0.326138,1,1
0.976588,3,1
0.996107,2,1
0.538913,3,0
0.338461,2,0
0.311490,2,0
0.539511,3,1
0.580446,3,0
0.450933,2,1
0.545656,2,1
0.343770,1,1
0.845695,3,1
0.555711,1,1
0.366368,1,1
0.848415,2,1
0.752568,2,1
0.729449,1,1
0.076092,3,0
0.276179,2,0
0.443937,1,1
0.112412,3,0
0.028362,2,0
0.261465,3,0
0.457046,3,0
0.367400,2,0
0.860784,2,1
0.774530,2,1
0.794576,1,1
0.160288,2,0
0.863123,1,1
0.978316,1,1
0.415338,1,1
0.516342,3,0
0.428432,3,0
0.210549,1,1
0.201842,2,0
0.326727,3,0
0.357437,1,1
0.097024,1,0
0.109673,2,0
0.622442,1,1
0.621247,1,1
0.173642,2,0
0.245953,2,0
0.528286,2,1
0.667994,2,1
0.945285,1,1
0.912447,1,1
0.306573,3,0
0.293744,3,0
0.380239,2,0
0.879271,3,1
0.205235,2,0
0.758692,1,1
0.290924,1,0
0.521775,1,1
0.459980,3,0
0.734441,3,0
0.674204,3,1
0.526682,3,0
0.586241,1,1
0.620743,3,1
0.825146,2,1
0.290640,1,1
0.438632,2,0
0.630271,2,1
0.970887,3,1
0.767911,1,1
0.779698,2,1
0.159071,3,0
0.706061,2,1
0.097279,2,0
0.045649,2,0
0.444258,1,1
0.775678,1,1
0.761687,1,1
0.201063,2,0
0.234580,2,0
0.839252,2,1
0.712104,3,1
0.710224,1,1
0.167724,3,0
0.918793,1,1
0.889327,1,1
0.341636,3,0
0.678306,1,1
0.874213,1,1
0.763819,2,1
0.521303,2,1
0.161951,2,0
0.211744,1,1
0.263759,1,1
0.176432,2,0
0.700688,2,1
0.206964,3,0
0.181856,1,1
0.372541,2,1
0.057101,2,0
0.781824,2,1
0.796849,3,1
0.667245,3,0
0.004425,3,0
0.166155,3,1
0.962275,2,1
0.605917,2,1
0.395638,2,0
0.662699,3,1
0.064401,2,0
0.654289,1,1
0.984729,2,1
0.166298,2,0
0.414036,1,1
0.324726,2,0
0.210344,3,0
0.518532,1,1
0.954414,2,1
0.517898,2,0
0.021435,2,0
0.783368,2,1
0.735210,1,1
0.742093,2,1
0.969807,3,1
0.874065,3,1
0.490871,2,0
0.482557,1,1
0.057686,3,0
0.644420,2,1
0.367990,3,0
0.741426,2,1
0.580775,3,1
0.441890,1,1
0.577762,1,1
0.283685,1,1
0.407960,1,1
0.310481,2,0
0.823519,3,1
0.127936,1,0
0.668168,2,1
0.127596,1,1
0.441515,3,0
0.274521,2,0
0.921071,2,1
0.589437,3,0
0.574256,2,1
0.702919,1,1
0.626182,2,1
0.084592,2,0
0.595562,3,0
0.800282,2,1
0.947030,1,1
0.132735,1,1
0.105489,2,0
0.847008,1,1
0.172531,3,0
0.060846,2,0
0.618289,2,1
0.333713,2,0
0.928942,2,1
0.020840,1,1
0.468767,3,0
0.100215,1,0
0.748316,1,1
0.989170,1,1
0.743936,1,1
0.255552,1,1
0.054480,3,0
0.033355,2,0
0.696785,1,1
0.649524,1,1
0.676380,1,1
0.904971,1,1
0.119627,2,0
0.808622,3,0
0.671270,2,1
0.456169,3,0
0.066684,2,1
0.423667,1,1
0.236293,2,1
0.810004,2,1
0.686616,1,1
0.444015,2,1
0.742104,1,1
0.371286,1,1
0.519832,2,1
0.146117,2,0
0.535655,3,1
0.952366,1,1
0.915711,2,1
0.465799,3,0
0.479080,3,0
0.244920,2,0
0.823018,2,1
0.092431,1,0
0.996563,1,1
0.664729,1,1
0.349994,2,0
0.647986,2,1
0.880887,3,1
0.769908,2,1
0.159972,3,0
0.504949,3,0
0.539782,3,1
0.510904,1,1
0.080187,1,1
0.074747,1,0
0.866120,3,1
0.162513,1,0
0.213512,2,0
0.380829,3,0
0.817934,1,1
0.325267,2,1
0.231811,1,1
0.995218,1,1
0.876589,1,1
0.009924,2,0
0.518234,1,1
0.537778,2,1
0.471677,1,1
0.322197,2,0
0.709714,1,1
0.378380,3,0
0.767369,1,1
0.045586,3,0
0.261607,2,1
0.330121,2,0
0.022611,3,0
0.234752,1,1
0.678401,2,1
0.172147,2,0
0.748871,2,0
0.981612,2,1
0.504170,1,1
0.181042,2,0
0.591706,2,1
0.340807,3,0
0.028674,1,0
0.505785,3,0
0.614065,2,1
0.095973,2,0
0.392562,1,1
0.566062,1,1
0.332636,3,0
0.740012,1,1
0.018591,1,0
0.475071,3,1
0.948126,3,1
0.833681,1,1
0.833392,3,0
0.128905,3,0
0.129488,3,0
0.717071,2,1
0.753399,1,1
0.211360,3,0
0.283333,2,0
0.768356,3,0
0.378426,2,0
0.695749,3,1
0.457557,3,0
0.928187,2,1
0.757775,1,1
0.643016,3,1
0.017710,3,0
0.928227,2,1
0.567752,3,0
0.156294,1,1
0.607608,3,0
0.737524,2,1
0.946179,2,1
0.311190,3,0
0.351163,1,1
0.744913,3,0
0.939631,3,1
0.976161,2,1
0.547979,1,1
0.287424,2,1
0.189952,2,1
0.007283,3,0
0.868078,2,1
0.962901,2,1
0.758757,2,1
0.780273,3,1
0.628012,3,0
0.887053,3,1
0.340817,3,0
0.513905,3,0
0.123335,3,0
0.754803,2,1
0.890724,3,1
0.076669,2,0
0.243251,1,1
0.739558,1,1
0.153821,1,1
0.323009,3,0
0.035636,2,0
0.377379,1,1
0.964347,2,1
0.426103,1,1
0.406720,2,1
0.974341,3,1
0.617201,2,1
0.092108,3,0
0.947967,3,1
0.671068,1,1
0.679024,1,1
0.724663,3,1
0.290643,2,0
0.983349,3,1
0.789069,3,1
0.154442,3,0
0.509638,3,0
0.054016,3,0
0.007839,2,0
0.673444,1,1
0.310705,2,1
0.359895,3,0
0.769849,2,1
0.403789,1,1
0.711502,2,1
0.720458,1,1
0.711475,2,1
0.406301,1,1
0.477725,1,1
0.419098,1,1
0.292035,2,0
0.012145,2,0
0.095649,3,0
0.056838,2,0
0.296495,3,0
0.539486,3,0
0.643835,2,1
0.226509,3,0
0.310670,2,0
0.945200,3,1
0.463422,1,1
0.443032,1,1
0.685874,2,1
0.758766,1,1
0.327482,3,0
0.433476,2,1
0.277557,3,0
0.633932,2,1
0.954743,1,1
0.204644,3,0
0.983229,2,1
0.725613,3,1
0.915853,1,1
0.580237,3,1
0.644692,3,1
0.759890,2,1
0.466643,2,1
0.797727,1,1
0.669794,2,1
0.709034,3,1
0.570724,3,0
0.300305,1,0
0.905208,2,1
0.952712,3,1
0.081614,1,0
0.295048,2,0
0.090149,2,0
0.212324,3,0
0.025859,1,0
0.266051,3,0
0.772124,2,1
0.080094,1,1
0.823218,3,1
0.537724,3,0
0.562908,3,1
0.026339,3,0
0.418784,1,1
0.749481,1,1
0.494315,2,0
0.608652,2,1
0.282802,3,0
0.274704,3,0
0.209141,2,0
0.039210,1,0
0.402323,3,0
0.825863,3,1
0.898781,1,1
0.528973,1,1
0.549245,1,1
0.207532,2,0
0.587086,3,0
0.513677,1,1
0.560016,1,1
0.622568,3,0
0.982851,2,1
0.449255,3,0
0.516907,2,1
0.494175,2,1
0.488238,2,1
0.840462,2,1
0.214582,1,0
0.948843,3,1
0.219899,2,0
0.914995,2,1
0.397870,3,0
0.059378,2,0
0.679923,1,1
0.893976,3,1
0.702992,3,0
0.115556,1,1
0.345025,3,0
0.076463,3,0
0.997670,2,1
0.186386,2,0
0.861317,3,1
0.094060,3,0
0.038307,1,0
0.831645,2,1
0.441096,2,1
0.532284,3,1
0.657715,3,0
0.163866,1,1
0.432956,2,0
0.138497,1,0
0.247897,2,0
0.739301,1,1
0.593059,3,0
0.140888,1,1
0.461972,3,1
0.120288,2,0
0.508097,2,1
0.407574,2,0
0.051213,1,0
0.573093,1,1
0.069697,3,0
0.159083,3,0
0.488061,3,0
0.003016,2,0
0.925146,1,1
0.268626,1,1
0.202106,2,0
0.934867,1,1
0.174802,1,1
0.141611,3,0
0.825576,2,1
0.027884,2,0
0.007830,3,0
0.726932,2,1
0.865351,2,1
0.298853,1,1
0.607141,2,1
0.873323,1,1
0.509027,3,0
0.941457,1,1
0.071471,3,0
0.231724,3,0
0.602453,1,1
0.095789,1,0
0.027167,3,0
0.016005,1,0
0.867548,1,1
0.493118,1,1
0.965091,3,1
0.202513,3,0
0.444451,3,0
0.008928,1,0
0.338338,1,1
0.805681,2,1
0.724319,1,1
0.800116,2,1
0.935243,3,1
0.592055,3,1
0.906765,3,1
0.242905,3,0
0.536229,1,1
0.641731,1,1
0.495850,2,0
0.630795,2,1
0.509631,3,0
0.951786,2,1
0.772072,3,1
0.608432,2,1
0.359560,2,1
0.228925,2,0
0.543127,3,1
0.383628,3,0
0.949954,2,1
0.475450,3,0
0.792467,3,1
0.427016,3,0
0.453536,1,1
0.009755,1,1
0.996312,2,1
0.266456,1,1
0.502962,1,1
0.974929,1,1
0.308557,2,1
0.022420,3,0
0.133713,2,0
0.686542,3,1
0.577711,3,0
0.414137,1,1
0.979579,1,1
0.970041,2,1
0.190410,1,1
0.569085,1,1
0.656476,2,1
0.088749,1,0
0.287860,1,0
0.165821,2,0
0.563515,3,0
0.735570,3,1
0.725880,1,1
0.077922,2,0
0.210269,2,0
0.702198,1,1
0.240105,1,1
0.839606,2,1
0.559929,2,1
0.079072,2,0
0.425632,1,1
0.815780,1,1
0.742766,2,1
0.609960,2,1
0.265355,1,1
0.908855,1,1
0.055185,1,1
0.305396,1,1
0.549890,3,1
0.345816,1,0
0.807032,2,1
0.631584,2,1
0.277762,1,1
0.482955,1,1
0.221060,2,0
0.352479,1,1
0.768894,3,0
0.393878,1,1
0.592225,2,1
0.592358,2,1
0.818898,1,1
0.310606,3,0
0.192614,1,1
0.964768,3,1
0.430819,2,0
0.046803,3,0
0.818643,2,1
0.033421,3,0
0.619463,3,0
0.400014,1,1
0.820847,1,1
0.940125,1,1
0.084425,1,1
0.177928,2,0
0.709369,2,1
0.647282,2,1
0.042038,2,0
0.318864,3,0
0.396168,2,0
0.200660,1,1
0.586708,3,0
0.375124,3,0
0.142813,1,0
0.906256,1,1
0.308441,3,0
0.032327,3,0
0.811544,1,1
0.822738,1,1
0.987505,3,1
0.156452,2,0
0.848125,3,1
0.444347,2,0
0.308165,2,0
0.276232,1,0
0.054822,2,0
0.248791,3,0
0.638100,1,1
0.029190,1,0
0.280506,1,1
0.039094,1,0
0.477008,3,0
0.905002,3,1
0.654766,2,1
0.117834,2,0
0.767914,2,1
0.565741,3,0
0.487174,3,0
0.940881,2,1
0.043412,2,0
0.068882,2,0
0.765311,3,1
0.840813,3,1
0.605510,2,0
0.298774,2,0
0.421808,2,1
0.701255,2,1
0.829622,1,1
0.949160,2,1
0.907154,1,1
0.756313,1,1
0.823098,3,1
0.579001,2,1
0.995856,2,1
0.128203,2,0
0.319895,1,0
0.761135,1,1
0.264783,1,0
0.110341,3,0
0.684009,1,1
0.083940,3,0
0.512266,1,1
0.134521,1,0
0.614814,2,1
0.047870,2,0
0.128759,3,0
0.754658,1,1
0.190240,3,0
0.582014,1,1
0.523671,1,1
0.485622,2,1
0.511988,2,1
0.088915,1,0
0.664163,1,1
0.266260,3,0
0.788699,2,1
0.446483,1,1
0.543110,2,1
0.879371,3,1
0.251697,2,0
0.042067,3,0
0.951325,2,1
0.266449,3,0
0.661890,3,1
0.896423,3,1
0.980426,2,1
0.350088,2,1
0.799030,1,1
0.553174,1,1
0.619075,2,1
0.509150,2,1
0.940964,3,1
0.947944,3,1
0.700199,1,1
0.625071,1,1
0.038161,2,0
0.126463,2,0
0.424903,2,0
0.009203,1,0
0.127915,1,1
0.264342,3,0
0.275397,2,0
0.415310,1,1
0.144147,1,1
0.766333,3,1
0.847476,2,1
0.887831,3,1
0.281492,1,0
0.038186,1,0
0.287130,1,1
0.528145,1,0
0.829701,2,1
0.880024,2,1
0.869775,3,1
0.108611,3,0
0.250140,2,0
0.783922,1,1
0.659758,2,1
0.397458,2,0
0.999698,2,1
0.341617,1,1
0.829372,1,1
0.533533,3,1
0.463389,2,0
0.146278,3,0
0.954370,3,1
0.549054,2,1
0.599982,1,1
0.774828,2,1
0.276454,2,0
0.088649,3,0
0.123027,1,0
0.659950,1,1
0.692568,2,1
0.332763,1,1
0.067761,2,0
0.172501,3,0
0.954066,2,1
0.882866,2,0
0.499190,1,1
0.134649,3,0
0.815356,1,1
0.506657,1,1
0.441312,3,0
0.613878,2,1
0.672551,2,1
0.273010,3,0
0.599546,2,0
0.156817,1,0
0.998419,2,1
0.528969,1,1
0.553477,2,1
0.982524,2,1
0.536922,2,0
0.531762,2,0
0.663248,1,1
0.585827,1,1
0.580418,2,0
0.013001,1,0
0.696502,1,1
0.482060,3,0
0.067517,2,0
0.162523,1,0
0.055658,2,0
0.317472,3,0
0.244598,2,0
0.965713,1,1
0.789713,2,1
0.282686,3,0
0.822635,1,1
0.684099,3,1
0.435806,2,1
0.899725,3,1
0.034510,2,0
0.578611,3,0
0.677594,2,1
0.819950,2,1
0.611752,3,1
0.530359,3,0
0.495870,2,1
0.433752,2,1
0.605918,2,1
0.215038,1,1
0.574247,3,1
0.431926,3,0
0.706893,1,1
0.696794,3,1
0.885987,1,1
0.253659,1,0
0.307030,1,1
0.630386,3,1
0.153946,1,0
0.674368,2,1
0.523233,3,0
0.087094,2,0
0.631338,3,1
0.512724,1,1
0.272203,3,0
0.373253,3,0
0.409925,3,0
0.948561,1,1
0.920084,1,1
0.123919,3,0
0.473325,3,0
0.214941,2,0
0.272446,2,0
0.607601,3,0
0.024775,3,0
0.845240,3,1
0.526955,3,0
0.779782,1,1
0.156228,2,0
0.719205,3,0
0.981237,1,1
0.564335,3,0
0.774509,2,1
0.750348,2,1
0.559579,1,1
0.736744,2,1
0.471396,3,0
0.703482,1,1
0.107840,2,0
0.543248,3,0
0.566336,1,1
0.456263,3,1
0.128469,3,0
0.427908,3,0
0.987939,2,1
0.317750,1,1
0.995455,3,1
0.764363,3,1
0.332366,2,0
0.634749,2,1
0.197445,3,0
0.112451,1,0
0.794126,2,1
0.763974,2,1
0.469553,3,0
0.707106,1,1
0.482589,2,0
0.642899,2,1
0.088791,1,1
0.603850,3,0
0.951976,3,1
0.051747,1,1
0.892571,3,1
0.363467,2,1
0.351273,3,0
0.694587,3,1
0.898240,3,1
0.158198,3,0
0.432214,3,0
0.111592,3,0
0.242175,3,0
0.554965,1,1
0.971456,1,1
0.340253,1,1
0.029222,1,0
0.750924,1,1
0.012324,1,0
0.289666,3,0
0.579588,1,1
0.045550,1,0
0.689920,2,1
0.323039,2,0
0.191803,3,0
0.068930,1,0
0.805997,3,1
0.160482,1,1
0.915031,2,1
0.077759,3,0
0.314440,1,0
0.922065,1,1
0.455563,2,0
0.008618,1,0
0.105742,2,0
0.405925,2,1
0.943890,2,0
0.041910,2,0
0.906259,2,1
0.428585,3,0
0.560854,2,1
0.418058,2,0
0.435579,3,0
0.633268,2,1
0.594932,3,0
0.677224,1,1
0.211550,3,0
0.861373,3,1
0.791848,2,1
0.073305,3,0
0.381630,2,1
0.276081,1,1
0.124529,3,0
0.692395,2,0
0.960150,2,1
0.116205,3,0
0.179371,3,0
0.545031,1,1
0.870099,2,1
0.914322,3,1
0.436749,2,0
0.262794,3,0
0.472083,2,0
0.777589,3,1
0.053509,2,0
0.801404,2,1
0.039673,3,0
0.428036,2,1
0.982371,2,1
0.886646,2,1
0.113488,3,0
0.770221,1,1
0.049930,1,1
0.918826,3,1
0.415419,1,0
0.880218,3,1
0.163357,3,0
0.760422,3,1
0.066529,1,0
0.660545,1,1
0.801244,1,1
0.452012,3,0
0.877043,2,1
0.931381,3,1
0.395246,2,1
0.859987,1,1
0.401427,2,0
0.736418,1,1
0.898954,3,1
0.661214,2,1
0.229177,3,0
0.086156,3,0
0.204689,3,0
0.259645,1,1
0.708633,3,1
0.849257,2,1
0.087040,3,0
0.986039,2,1
0.083183,3,0
0.580873,1,1
0.579941,3,0
0.825589,1,1
0.007803,1,0
0.440137,2,1
0.047101,3,0
0.464678,2,1
0.475595,2,0
0.028478,2,0
0.370032,3,0
0.477889,1,1
0.740528,3,1
0.579196,3,0
0.652416,2,1
0.747343,3,1
0.942221,1,1
0.403625,3,0
0.481280,1,1
0.996874,1,1
0.345034,3,0
0.700298,3,1
0.896788,1,1
0.195519,1,0
0.198892,2,0
0.541535,3,0
0.784135,1,1
0.566553,1,1
0.024530,1,0
0.495285,2,1
0.337536,1,1
0.337712,2,0
0.064446,3,0
0.939751,2,1
0.792734,3,0
0.039474,3,0
0.408274,2,0
0.110721,1,0
0.493168,1,1
0.214195,2,0
0.052743,2,0
0.833722,1,1
0.286918,1,0
0.817996,1,1
0.313880,2,0
0.848359,2,1
0.121820,1,0
0.431444,3,1
0.909421,3,1
0.310069,1,1
0.143032,1,0
0.573171,1,1
0.394212,2,1
0.106115,3,0
0.045850,3,0
0.849307,2,1
0.804018,2,1
0.132630,1,1
0.966685,1,1
0.117002,1,1
0.170523,1,1
0.797122,1,1
0.471779,1,1
0.363187,1,1
0.066791,2,0
0.757261,3,0
0.260573,3,0
0.903459,3,1
0.045999,1,0
0.222816,2,0
0.595011,1,1
0.527373,3,1
0.678886,1,1
0.525651,1,1
0.467317,1,1
0.366330,3,0
0.185008,1,0
0.757685,2,1
0.658084,3,0
0.355345,3,0
0.057946,2,0
0.600301,2,1
0.645924,3,1
0.986170,1,1
0.065383,3,0
0.052743,3,0
0.731140,2,1
0.996981,3,1
0.860154,3,1
0.796763,3,1
0.905871,2,1
0.418841,2,1
0.129406,2,0
0.229929,3,0
0.568572,2,1
0.054674,1,0
0.611472,2,1
0.701164,2,1
0.313259,1,1
0.657296,3,0
0.877436,1,1
0.502527,3,0
0.474449,1,1
0.824308,2,1
0.396067,3,0
0.795063,2,1
0.848104,2,1
0.207472,1,1
0.752203,2,1
0.199741,1,0
0.752032,1,1
0.339572,2,1
0.475546,3,0
0.156691,3,0
0.667450,2,1
0.936166,1,1
0.555203,1,1
0.635457,2,1
0.643853,1,1
0.459438,3,0
0.719084,2,1
0.802588,3,1
0.315943,2,1
0.939552,1,1
0.537323,1,1
0.701638,2,1
0.804140,3,1
0.028542,3,0
0.923633,2,1
0.821303,1,1
0.089911,1,1
0.067249,1,0
0.085656,3,0
0.894155,2,1
0.619210,1,1
0.055472,1,0
0.932301,2,1
0.673633,1,0
0.322750,1,0
0.693391,3,0
0.946140,1,1
0.094971,2,0
0.844252,3,1
0.568281,3,0
0.347532,3,0
0.630420,2,1
0.723086,3,1
0.887182,3,1
0.468402,2,0
0.775064,1,1
0.676867,2,1
0.072448,3,0
0.689302,2,1
0.627488,1,1
0.352934,3,0
0.020659,3,0
0.319922,2,0
0.796870,3,1
0.800850,2,1
0.439080,1,0
0.890238,1,1
0.794430,1,1
0.617718,1,1
0.833121,2,1
0.638098,2,1
0.560331,3,0
0.402918,2,0
0.279723,3,0
0.125714,2,0
0.586108,2,1
0.425732,2,1
0.350081,3,0
0.260663,2,0
0.676864,2,1
0.935732,2,1
0.292325,2,0
0.199852,2,0
0.455482,1,1
0.405100,2,0
0.750709,3,1
0.049921,3,0
0.533042,3,1
0.927743,1,1
0.982428,2,1
0.377121,2,0
0.000826,2,0
0.728775,2,1
0.244901,1,1
0.631674,1,1
0.472612,3,0
0.617941,3,0
0.349033,1,0
0.078081,1,0
0.954579,1,1
0.873504,2,1
0.732195,1,1
0.214549,2,0
0.906351,2,1
0.177531,1,0
0.373372,3,0
0.924786,2,1
0.351816,3,0
0.035716,2,0
0.658267,1,1
0.774346,3,1
0.439061,3,1
0.754753,3,1
0.670984,1,1
0.295138,2,0
0.207104,1,0
0.520722,2,1
0.301552,1,1
0.594298,2,1
0.986465,2,1
0.177542,3,0
0.571866,3,0
0.180308,1,1
0.006092,2,0
0.983347,3,1
0.767703,1,1
0.198747,1,0
0.221917,2,0
0.046761,2,0
0.576792,1,1
0.942039,2,1
0.284074,1,1
0.438667,1,1
0.221712,2,0
0.930148,3,1
0.971775,3,1
0.459717,1,1
0.178220,1,1
0.774995,1,1
0.703541,1,1
0.127103,2,0
0.910866,3,1
0.943951,1,1
0.080430,2,0
0.071942,1,0
0.876571,1,1
0.240651,2,0
0.467689,1,1
0.469724,1,1
0.210177,3,0
0.530689,1,1
0.194844,1,1
0.956331,2,1
0.027683,2,0
0.665476,3,1
0.927382,3,1
0.532666,1,1
0.908787,2,1
0.834657,1,1
0.174942,2,1
0.125946,3,0
0.435173,2,1
0.420618,2,0
0.964584,1,1
0.508950,2,0
0.758042,1,1
0.036044,1,0
0.727950,1,1
0.844447,1,1
0.383213,1,1
0.476534,1,1
0.529530,2,1
0.207579,3,0
0.384484,2,0
0.471470,1,1
0.184944,1,1
0.986989,3,1
0.335207,3,0
0.475209,2,0
0.178130,3,0
0.951019,1,1
0.742846,3,0
0.073784,2,0
0.516436,3,0
0.407415,2,1
0.796300,1,1
0.137531,1,0
0.271047,3,0
0.752315,1,1
0.101291,2,0
0.811437,3,1
0.847041,1,1
0.316585,1,0
0.801712,1,1
0.207236,1,1
0.553220,3,0
0.157540,2,0
0.376736,3,0
0.173301,1,1
0.740128,2,1
0.553847,3,1
0.043297,3,0
0.882566,1,1
0.691028,2,0
0.016335,3,0
0.823178,3,1
0.305694,3,0
0.066609,1,0
0.133458,3,0
0.952810,3,1
0.635394,3,1
0.985258,1,1
0.956019,1,1
0.233519,1,0
0.252613,2,0
0.724046,3,1
0.439167,2,1
0.127714,3,0
0.340229,1,1
0.010964,2,0
0.309796,1,1
0.346701,1,1
0.120097,2,0
0.601748,1,0
0.263439,2,0
0.886508,1,1
0.990990,1,1
0.211708,1,0
0.976718,1,1
0.252709,1,0
0.171725,1,0
0.479611,2,0
0.269272,2,0
0.446065,3,0
0.194099,3,0
0.699002,1,1
0.932715,1,1
0.900675,3,1
0.747904,2,1
0.691327,3,1
0.898129,3,1
0.204662,1,0
0.649154,2,1
0.218865,3,0
0.738027,1,1
0.888408,2,1
0.377500,2,1
0.359824,2,0
0.815505,2,1
0.584144,3,0
0.823963,2,1
0.378669,1,0
0.224108,3,0
0.457148,2,1
0.701434,2,1
0.649370,1,1
0.217121,1,1
0.730931,3,1
0.071094,1,0
0.855007,1,1
0.239023,2,0
0.056295,1,1
0.935726,1,1
0.807261,2,1
0.430553,3,0
0.717371,2,1
0.719039,2,1
0.622794,2,1
0.363510,1,1
0.322681,1,1
0.826533,1,1
0.339230,1,1
0.995171,2,1
0.855015,2,1
0.309009,3,0
0.422202,3,0
0.186312,1,0
0.557566,3,0
0.257936,3,0
0.716431,2,1
0.658647,1,1
0.243074,3,0
0.342972,1,1
0.974927,2,1
0.697085,3,1
0.470698,3,0
0.428621,3,0
0.768503,1,1
0.847664,1,1
0.718240,3,1
0.717986,3,1
0.078469,3,0
0.862123,1,1
0.666092,3,0
0.438591,3,0
0.431860,3,1
0.550277,3,0
0.117655,2,0
0.049425,2,0
0.095413,3,0
0.227852,3,0
0.420575,3,0
0.492774,2,0
0.978933,1,1
0.409773,2,1
0.961144,3,1
0.402821,3,0
0.859734,3,1
0.963521,3,1
0.623366,3,1
0.132118,2,0
0.546052,2,1
0.485089,2,1
0.882420,1,1
0.025885,1,0
0.966146,3,1
0.800558,2,1
0.773906,2,1
0.733347,3,1
0.349443,3,0
0.083738,3,0
0.995723,3,1
0.786160,3,1
0.378437,2,0
0.709492,1,1
0.101024,3,0
0.494479,1,1
0.611940,1,1
0.891449,3,1
0.038624,1,0
0.057690,1,0
