mastery,trend,attempts_count,at_risk
0.922676,-0.226443,3,1
0.644627,0.277342,25,0
0.246226,-0.251791,17,1
0.782150,0.177030,32,0
0.879620,0.245561,49,0
0.323934,-0.234820,16,1
0.134025,-0.137382,7,1
0.443324,-0.075489,13,1
0.573838,-0.288434,22,1
0.487795,-0.050018,4,1
0.993008,0.174760,8,0
0.816091,-0.274418,21,0
0.967718,0.283113,8,0
0.182588,-0.033161,37,1
0.237055,-0.280019,9,1
0.017810,-0.248467,10,1
0.763134,0.199689,5,0
0.703980,0.238627,25,0
0.382926,0.138438,27,0
0.416885,0.103574,18,0
0.405073,-0.234659,10,1
0.137251,-0.056679,50,1
0.463925,-0.184238,32,1
0.802927,0.294561,13,0
0.429233,-0.072856,48,0
0.288977,0.259878,39,0
0.544120,0.120504,30,0
0.243690,-0.148927,41,1
0.155894,0.024575,31,1
0.533940,0.288090,8,0
0.617886,-0.230387,27,1
0.090775,0.085673,48,1
0.377568,0.141065,42,0
0.754401,0.144417,17,0
0.816442,-0.034657,41,0
0.298308,-0.226664,40,1
0.694345,-0.132939,41,1
0.820091,0.259696,49,0
0.572532,0.025878,10,0
0.757287,0.184411,17,0
0.141219,-0.068388,22,1
0.736964,-0.071382,6,0
0.748914,0.053001,16,0
0.637209,-0.251725,19,0
0.326952,0.113499,4,1
0.546091,0.160895,14,0
0.184273,-0.004839,7,1
0.534730,0.295746,20,0
0.830799,0.120272,43,0
0.585845,-0.104996,26,1
0.271242,-0.257785,13,1
0.425026,0.206991,16,0
0.556918,0.039379,39,0
0.604653,-0.052657,30,0
0.552966,0.066413,34,0
0.836975,0.216765,41,0
0.059655,-0.219683,44,1
0.606623,-0.005099,21,1
0.459627,0.262485,33,1
0.150370,0.097446,3,1
0.055153,-0.102588,6,1
0.839397,0.206575,14,0
0.928932,-0.064661,46,0
0.580340,-0.247407,11,1
0.995268,-0.027634,43,0
0.255159,-0.142882,47,1
0.073863,-0.283950,21,1
0.839400,0.142611,4,0
0.269548,0.104515,18,1
0.553054,0.200536,19,0
0.318316,-0.291182,23,1
0.340854,0.094469,33,0
0.892928,0.113125,17,0
0.493713,0.185895,33,0
0.058147,0.075770,8,1
0.624639,0.064076,35,0
0.974216,0.076516,23,0
0.233506,-0.229719,7,1
0.690484,0.273093,6,0
0.430116,0.228199,30,0
0.281216,-0.208931,20,1
0.918054,0.083686,24,0
0.040041,-0.036461,5,1
0.934434,0.146906,48,0
0.084206,0.184379,44,1
0.708253,0.247573,25,0
0.001665,-0.097369,15,1
0.879504,0.270202,31,0
0.735251,0.022591,24,0
0.042246,-0.133253,37,1
0.702082,-0.005438,48,1
0.687335,0.149584,48,0
0.458514,0.186729,26,0
0.900614,-0.164499,42,0
0.914241,0.119884,15,0
0.491188,0.182416,8,0
0.000508,0.200370,9,1
0.715099,0.037775,20,0
0.599895,-0.100662,48,0
0.537454,0.179825,14,0
0.473409,-0.156524,43,1
0.412186,0.067401,8,0
0.432068,-0.072195,35,1
0.088616,-0.087429,28,1
0.091856,-0.286726,36,1
0.075785,-0.015563,42,1
0.239395,-0.060772,27,1
0.050328,-0.023244,3,1
0.994978,-0.076998,21,0
0.717028,0.084316,39,0
0.504242,-0.143747,36,1
0.300309,-0.285932,38,1
0.887570,0.254933,15,0
0.310734,0.281618,40,0
0.976396,0.151080,6,0
0.590335,-0.004719,46,0
0.303936,0.057586,7,0
0.087334,-0.099509,28,1
0.703835,0.205329,43,0
0.141026,-0.160904,5,1
0.344552,0.285557,7,0
0.985880,0.016005,48,0
0.057951,-0.208620,29,1
0.135410,-0.164912,35,1
0.431969,-0.098561,21,0
0.071863,-0.186034,13,1
0.625544,-0.007275,26,0
0.842838,0.059549,42,0
0.471460,-0.039189,42,0
0.560122,-0.201374,16,0
0.520637,0.043180,18,0
0.396472,0.127430,31,0
0.931033,-0.031331,47,0
0.072693,0.205034,20,0
0.808441,-0.297624,17,1
0.762842,0.279630,42,0
0.479004,-0.127924,33,1
0.802041,0.273793,35,0
0.030956,-0.056826,21,1
0.316601,0.278256,19,0
0.917529,-0.171406,25,0
0.822887,0.007004,18,0
0.951142,-0.058518,25,0
0.677135,0.265125,22,0
0.133127,-0.273064,4,1
0.960347,0.220348,28,0
0.468793,0.219803,13,0
0.993835,-0.269329,45,0
0.636940,0.246386,27,0
0.790670,0.121875,5,0
0.255846,-0.082312,49,1
0.367964,-0.150045,9,1
0.002197,-0.070200,8,1
0.775708,0.148738,49,0
0.367707,-0.186143,29,1
0.064653,0.264430,49,1
0.073684,0.230281,22,0
0.304024,0.252169,22,0
0.982898,0.071925,24,0
0.013021,-0.200175,28,1
0.463029,0.050692,35,1
0.742794,-0.142599,4,0
0.308613,0.274056,33,0
0.393366,-0.102253,3,1
0.340337,0.248276,7,0
0.048611,0.116648,10,0
0.044393,0.195225,49,1
0.781919,0.010974,44,0
0.816217,-0.036615,27,0
0.297187,-0.290120,26,1
0.984264,0.121933,36,0
0.077075,-0.213860,48,1
0.664027,-0.162877,43,0
0.328435,-0.244708,21,1
0.463653,0.250532,17,0
0.373346,-0.202618,42,1
0.039565,0.010022,18,1
0.852118,0.014293,20,0
0.795823,0.013974,29,0
0.060298,-0.121533,3,1
0.676406,-0.210013,20,1
0.346843,-0.050563,37,1
0.184158,-0.171278,20,1
0.237715,0.273765,49,0
0.092312,0.150145,5,0
0.148359,0.236209,38,0
0.469868,0.175069,48,0
0.822049,0.269201,23,0
0.543495,-0.014229,46,0
0.543219,0.046795,34,0
0.808853,-0.003401,33,0
0.865449,0.268240,24,0
0.626192,-0.084167,23,0
0.460012,0.036164,43,0
0.232663,0.239804,23,0
0.125932,-0.244899,28,1
0.625239,0.227960,42,0
0.873233,-0.065506,15,1
0.878430,0.279935,20,0
0.423464,-0.140321,48,1
0.163442,-0.255175,38,1
0.907958,0.221162,33,0
0.581431,0.008158,11,0
0.367755,0.070480,20,0
0.120850,-0.079209,40,1
0.619865,-0.234033,5,1
0.264572,0.058522,17,1
0.674668,0.081109,38,0
0.756121,-0.213634,7,1
0.236923,-0.036592,33,1
0.316940,-0.054021,41,1
0.473033,0.067003,14,1
0.534957,0.259663,11,0
0.708931,0.025284,39,0
0.070340,0.077971,9,1
0.743246,0.123878,48,0
0.918440,0.035285,8,0
0.645122,0.122722,12,0
0.304817,-0.151575,29,1
0.732650,0.186927,10,0
0.318809,0.213714,46,0
0.075500,-0.024473,42,1
0.234788,-0.054107,22,1
0.739374,0.246635,15,0
0.368855,0.196196,10,0
0.948353,0.180618,49,0
0.802517,0.076226,3,0
0.174648,-0.097651,48,1
0.820278,0.292279,38,0
0.973492,-0.091086,35,0
0.812987,-0.088884,27,0
0.745460,-0.134619,9,0
0.177953,-0.227540,27,1
0.140662,0.189548,31,1
0.476121,-0.165953,21,1
0.267309,-0.092472,41,1
0.294505,-0.121551,38,1
0.086755,0.152706,30,1
0.390183,-0.120624,49,1
0.280497,-0.245953,15,1
0.903619,-0.015003,41,0
0.886490,-0.041542,47,0
0.849074,0.174640,33,0
0.578849,-0.047042,31,0
0.532477,-0.180150,6,1
0.170165,-0.161550,50,1
0.119856,-0.114532,43,1
0.385427,-0.061315,26,1
0.285870,0.069198,22,0
0.511030,0.183762,43,0
0.177631,-0.270890,44,1
0.745275,0.057070,42,0
0.949043,-0.083714,50,0
0.140950,-0.088757,22,1
0.629811,0.093144,12,0
0.742580,0.293710,18,0
0.484919,0.202353,50,1
0.696728,0.109404,7,0
0.200892,0.178299,37,0
0.645478,-0.198613,37,1
0.714855,0.242628,6,0
0.727595,-0.208471,15,0
0.445876,0.245709,14,0
0.354349,0.004779,33,1
0.115674,-0.004663,48,1
0.141551,-0.207308,39,1
0.791889,0.036128,25,0
0.817700,-0.037696,18,0
0.935793,-0.266460,37,0
0.779932,-0.004544,14,1
0.883774,0.238362,43,0
0.149808,-0.289381,31,1
0.123107,-0.192113,44,1
0.527880,-0.150372,44,1
0.944016,-0.128430,20,0
0.871318,-0.109700,12,0
0.023064,-0.111103,4,1
0.883628,-0.097912,21,0
0.152948,-0.145886,11,1
0.917961,0.038189,3,0
0.598675,0.198883,32,0
0.550015,-0.024639,50,0
0.306664,-0.183827,8,1
0.810934,-0.246135,30,1
0.205949,-0.021718,44,1
0.599543,0.226536,39,0
0.649100,-0.138740,30,1
0.189136,-0.237136,33,1
0.603167,0.111556,27,0
0.634498,0.111335,46,0
0.388899,0.257019,13,0
0.741872,0.092610,25,0
0.618188,-0.211431,15,1
0.639069,0.045975,16,0
0.371957,-0.099236,50,1
0.947211,0.142354,20,0
0.118371,-0.054009,41,1
0.891536,-0.119618,25,0
0.831591,0.186799,23,0
0.233248,0.151214,21,0
0.005209,-0.006518,38,1
0.865574,0.252429,43,0
0.215228,0.109473,39,1
0.128119,0.094255,42,1
0.774428,0.005864,19,0
0.625344,0.250152,13,0
0.625541,0.207088,4,1
0.249807,-0.134314,44,1
0.958705,-0.009970,15,0
0.881791,-0.079861,43,0
0.089373,0.194852,6,0
0.957210,-0.118965,45,0
0.333874,-0.058320,42,1
0.964059,0.174968,28,0
0.430956,0.056791,36,0
0.442825,-0.140768,42,1
0.193651,-0.173789,36,1
0.225128,-0.274182,42,1
0.233235,-0.170558,20,1
0.644487,-0.252375,30,0
0.651869,0.022431,42,0
0.462370,-0.108202,5,1
0.386685,-0.037251,23,1
0.522944,0.020840,7,0
0.424998,0.288295,37,0
0.143317,0.113350,7,1
0.972742,0.075025,40,0
0.643194,0.150568,32,0
0.193910,-0.212028,37,1
0.238407,0.081918,5,1
0.892473,-0.069892,18,0
0.190626,0.241080,28,1
0.639259,-0.214884,49,1
0.604848,-0.260856,25,1
0.510332,0.034274,29,0
0.102777,-0.220955,17,1
0.948740,0.044922,39,0
0.077692,-0.273149,12,1
0.758931,-0.094652,37,0
0.675984,-0.012138,48,0
0.360856,-0.128980,5,1
0.934892,-0.053522,5,1
0.196144,0.005184,49,1
0.775328,-0.077647,37,0
0.885242,-0.102195,14,1
0.244197,0.156201,40,0
0.805709,0.186939,15,0
0.281708,0.132670,23,0
0.282418,-0.254911,17,1
0.793425,0.048994,20,0
0.387713,-0.121028,18,0
0.517014,0.014818,39,1
0.517891,-0.172136,19,0
0.936879,-0.068147,19,0
0.835690,-0.143076,29,0
0.255939,-0.031543,49,1
0.155696,0.077208,7,0
0.049978,-0.063751,3,1
0.429685,-0.006626,19,1
0.940572,0.132255,22,0
0.570144,-0.069815,43,0
0.407334,-0.275693,36,1
0.646733,0.219095,14,0
0.446850,-0.043879,22,1
0.512895,0.122167,10,0
0.692113,0.070963,41,0
0.887595,0.271101,12,0
0.469036,0.242193,10,0
0.348067,0.293261,47,0
0.928369,0.152092,35,0
0.867265,0.037018,7,0
0.830165,-0.204643,41,0
0.184893,-0.143848,23,1
0.800034,0.044658,50,0
0.510509,0.202268,31,0
0.168376,0.078234,22,0
0.919021,-0.197182,10,0
0.051389,0.017167,15,1
0.352050,0.085980,27,0
0.878657,0.144335,49,0
0.946092,0.294083,47,0
0.972510,-0.036158,17,0
0.328838,-0.003058,35,1
0.666825,-0.043570,42,1
0.296494,0.053847,46,0
0.739334,0.131966,35,0
0.615401,-0.028393,16,0
0.786134,-0.073642,7,0
0.632230,0.299467,34,0
0.172576,-0.092002,3,1
0.111086,-0.132552,16,1
0.436867,0.082116,26,0
0.803492,0.071217,4,0
0.167700,0.294959,34,0
0.587982,0.269978,3,0
0.581532,-0.250112,9,1
0.218058,0.122260,15,1
0.279223,-0.058255,19,1
0.703331,-0.121536,17,0
0.964490,-0.271233,29,0
0.817036,-0.067430,27,0
0.718762,0.068042,31,0
0.563207,-0.151536,26,1
0.078945,-0.235373,25,1
0.540441,0.086529,11,0
0.716193,0.106499,11,0
0.244044,0.222152,13,0
0.221868,0.271374,22,0
0.569454,0.281115,48,0
0.850496,0.131754,24,0
0.964268,0.064905,16,0
0.220857,0.139646,48,0
0.050959,-0.263632,44,1
0.443789,-0.114008,15,1
0.790455,-0.036358,21,0
0.656202,-0.130851,32,0
0.180078,-0.202647,26,1
0.044141,0.274213,4,1
0.645748,0.263877,43,0
0.465576,-0.186693,23,1
0.126321,0.021752,31,1
0.402067,0.021799,38,1
0.227521,0.290321,40,0
0.789767,-0.075642,28,0
0.005855,0.163193,41,0
0.180762,0.211186,28,0
0.088106,-0.256608,45,1
0.281988,0.205476,38,0
0.801458,0.193127,27,0
0.921836,0.254738,21,0
0.469824,-0.175718,18,1
0.934093,0.139072,21,0
0.222564,-0.275370,26,1
0.864917,0.077594,40,0
0.582460,-0.088764,23,1
0.068033,-0.190248,28,1
0.877834,-0.278648,12,0
0.026744,0.004192,10,1
0.350113,-0.128294,35,1
0.630541,0.273120,7,0
0.774499,-0.137381,45,0
0.080116,-0.192850,3,1
0.263735,-0.021706,17,1
0.768359,0.051956,7,0
0.576625,-0.223598,46,0
0.559422,0.178762,47,0
0.599654,0.083955,14,0
0.167010,0.048599,19,0
0.490723,0.239845,12,0
0.107865,-0.123110,23,1
0.928558,0.197042,21,0
0.837495,-0.233100,48,0
0.044092,0.271664,10,1
0.624786,-0.241110,7,0
0.101970,0.231243,40,1
0.924756,0.070013,41,0
0.557022,0.241175,50,0
0.331044,0.288544,48,0
0.411183,0.133965,10,0
0.168741,-0.207977,38,1
0.479601,0.172178,32,0
0.977343,-0.176456,14,0
0.909203,0.293656,48,0
0.676869,0.071918,4,0
0.769970,0.180486,19,0
0.494933,0.143065,29,0
0.018873,0.096859,22,1
0.127793,0.086462,14,0
0.754242,-0.282040,23,1
0.738879,0.017887,24,0
0.339041,0.113925,12,0
0.635844,0.231183,27,0
0.258428,0.088975,14,0
0.027863,0.243437,21,1
0.674543,-0.159286,48,0
0.550339,0.189270,37,0
0.771675,-0.221096,34,1
0.019390,-0.299215,25,1
0.731556,-0.130887,41,0
0.853287,-0.133343,39,0
0.218436,0.140817,12,0
0.231082,-0.189742,6,1
0.439276,-0.073061,15,1
0.389675,-0.284896,29,1
0.567287,-0.236319,4,1
0.046495,-0.129917,47,1
0.695913,-0.172350,36,0
0.484460,0.202806,30,0
0.965987,0.174446,24,0
0.364815,0.237725,36,0
0.964855,-0.287649,11,0
0.469711,0.270660,41,0
0.456877,-0.289943,43,1
0.654921,0.007797,3,0
0.303165,-0.069043,47,1
0.511345,-0.091035,28,0
0.514026,-0.018748,43,0
0.867464,-0.047038,7,0
0.844782,-0.130467,44,0
0.348512,0.021001,47,1
0.222828,0.271351,33,0
0.634906,-0.124769,48,1
0.585761,0.138737,41,0
0.947666,-0.092155,28,0
0.337258,0.057910,14,0
0.934192,0.062811,24,0
0.388829,0.233285,12,0
0.031964,-0.027845,26,1
0.316791,-0.208026,47,1
0.625908,0.286304,3,0
0.222533,-0.158168,38,1
0.128680,-0.278917,16,1
0.909854,0.032110,39,0
0.404973,-0.282092,21,1
0.310542,-0.170468,28,1
0.349299,-0.297071,36,1
0.472927,0.044882,19,1
0.663968,0.265153,10,0
0.384105,0.032959,23,0
0.046612,0.073311,37,1
0.322671,0.184390,11,0
0.590003,0.126229,12,0
0.181138,-0.227634,27,1
0.864434,0.054579,34,0
0.363239,-0.038762,6,1
0.465582,-0.159085,31,1
0.735199,-0.164318,33,0
0.270883,0.285022,6,0
0.905545,-0.026531,17,0
0.700461,-0.104377,40,0
0.808301,-0.085453,26,0
0.500261,-0.266292,15,1
0.379121,-0.299267,6,1
0.130266,-0.229247,45,1
0.035790,-0.131096,50,1
0.094110,-0.087960,17,1
0.479277,-0.124479,13,1
0.709656,0.182922,23,0
0.920760,-0.052360,16,0
0.996944,-0.002424,46,0
0.493421,0.048433,39,1
0.253929,-0.217676,17,1
0.478320,-0.260686,22,1
0.953408,-0.254435,42,0
0.567621,-0.293425,32,1
0.722619,0.244603,29,0
0.029067,0.275551,27,0
0.036542,0.215452,8,1
0.862595,-0.172214,21,0
0.557343,-0.075374,48,0
0.168191,0.134715,34,0
0.327294,-0.214103,22,1
0.693286,0.253657,46,0
0.042617,-0.003306,20,1
0.374997,-0.114906,27,1
0.166585,0.182903,16,0
0.014910,0.079011,36,1
0.351919,-0.058471,14,1
0.118890,-0.101467,37,1
0.309794,0.167176,32,0
0.118636,-0.192537,4,1
0.436314,0.231451,29,0
0.187265,0.215421,12,0
0.336419,0.174248,23,1
0.835256,-0.226111,6,0
0.268459,0.116780,6,0
0.469036,0.200090,46,0
0.478161,-0.221507,46,1
0.457202,-0.115183,12,1
0.284825,-0.242369,9,1
0.931328,0.026267,12,0
0.400668,0.106737,26,0
0.299669,0.017790,22,1
0.018086,-0.101035,9,1
0.677698,0.267173,24,0
0.141595,0.099421,49,1
0.424704,-0.109673,42,1
0.295374,-0.243314,33,1
0.141241,0.281627,24,0
0.405220,-0.285539,15,1
0.735093,0.152955,27,0
0.248129,0.011150,40,0
0.707721,-0.024841,5,1
0.202438,-0.258305,37,1
0.215340,0.161222,38,1
0.993024,0.059939,30,0
0.465606,-0.169812,15,1
0.817367,-0.113551,38,0
0.164686,-0.208013,19,1
0.546986,-0.008824,22,0
0.581191,-0.063918,46,0
0.713968,-0.194963,24,1
0.780847,0.261677,4,0
0.270585,0.002426,45,0
0.630039,0.254838,8,0
0.693237,-0.150858,50,1
0.688618,0.170106,47,0
0.221184,-0.109079,3,1
0.790418,-0.160639,21,0
0.663688,-0.038072,44,0
0.041362,0.197147,35,0
0.582226,0.157564,46,0
0.028920,-0.293084,34,1
0.040716,0.211888,47,1
0.111640,-0.124548,23,1
0.712555,0.277667,38,0
0.432320,-0.014518,45,1
0.663299,-0.194726,39,0
0.992573,0.019516,25,0
0.935758,0.274238,23,0
0.800975,0.148761,7,0
0.298773,0.295619,37,0
0.772612,-0.213317,12,1
0.369429,-0.146668,8,1
0.179599,0.137880,39,1
0.730895,-0.107044,27,0
0.833586,-0.068999,30,0
0.747830,0.134670,28,0
0.373203,0.176409,22,0
0.702717,-0.004548,18,0
0.146985,-0.158256,6,1
0.659269,-0.184426,18,0
0.145100,-0.069678,50,1
0.053900,-0.276468,8,1
0.023602,0.081731,26,0
0.970095,-0.014362,43,0
0.018226,-0.294094,48,1
0.410940,0.016613,10,1
0.762670,-0.021287,42,0
0.547980,0.298056,27,0
0.093047,0.169627,32,0
0.106800,0.272635,12,0
0.149646,-0.015569,29,1
0.204159,-0.016645,9,1
0.853577,-0.051736,6,0
0.561936,-0.045705,3,0
0.314156,-0.150873,40,1
0.383618,-0.294853,26,1
0.621456,0.199603,4,0
0.865505,0.153463,21,0
0.454039,0.011291,10,0
0.715685,0.199996,3,0
0.852271,-0.196395,38,0
0.354021,-0.260955,47,1
0.469043,-0.298352,36,1
0.725137,0.043134,29,0
0.819316,-0.144151,34,0
0.353286,-0.003515,50,0
0.798380,0.243155,14,0
0.783340,-0.126241,44,0
0.168073,0.245856,13,0
0.641639,0.216726,36,0
0.969377,0.226719,39,0
0.301394,-0.077741,17,0
0.474668,-0.106585,31,1
0.299999,0.189459,9,0
0.709155,-0.259143,9,1
0.039569,-0.058741,28,1
0.900835,0.108428,30,0
0.558739,-0.195288,37,0
0.388845,0.237706,40,0
0.252046,-0.152628,13,1
0.618568,-0.281946,34,1
0.347395,-0.233219,15,1
0.886333,0.198638,14,0
0.711811,-0.086696,20,0
0.327664,0.204466,10,0
0.987149,0.119109,33,0
0.922248,-0.238289,38,0
0.263938,0.045313,27,1
0.164913,0.075204,19,1
0.527182,-0.114673,34,1
0.602778,-0.165338,23,1
0.393982,0.163579,26,0
0.528065,-0.064125,10,0
0.322187,0.178474,9,0
0.524861,-0.075224,31,0
0.809485,-0.176883,42,0
0.060354,0.130282,24,0
0.498772,0.015137,47,0
0.107526,-0.038195,35,1
0.558382,-0.150764,9,1
0.256310,0.254100,32,0
0.897455,-0.131791,27,0
0.910257,-0.030803,23,0
0.340116,0.092447,21,1
0.466314,-0.071698,26,0
0.297047,0.256834,17,0
0.125436,0.201139,3,0
0.234844,-0.168732,46,1
0.908802,-0.045990,6,0
0.562000,0.011156,12,0
0.803600,-0.118444,38,1
0.108205,-0.059846,29,1
0.738069,-0.142898,11,1
0.392480,-0.299425,39,1
0.497103,-0.296329,47,1
0.842865,0.133563,5,0
0.053716,-0.233461,35,1
0.497337,0.102607,47,0
0.803627,0.214581,43,0
0.131178,0.012408,48,1
0.660490,-0.068447,7,0
0.922008,0.245317,27,0
0.302085,0.178499,48,1
0.038720,-0.000610,4,1
0.964411,-0.134602,24,0
0.174243,-0.244984,45,1
0.675249,-0.225345,34,0
0.678316,-0.240258,13,1
0.843252,-0.268072,19,1
0.646838,-0.173273,14,1
0.345250,0.140691,10,0
0.143701,-0.136376,40,1
0.682246,0.180979,17,0
0.634976,-0.243830,46,1
0.259597,-0.080920,43,1
0.245695,0.214609,28,0
0.777191,-0.151056,4,0
0.992913,-0.218795,40,1
0.938278,-0.266018,16,0
0.846822,-0.134623,38,0
0.136183,0.253651,15,1
0.751601,0.146118,16,0
0.540608,0.153651,4,0
0.531572,-0.006411,30,0
0.116713,-0.000206,46,1
0.147763,0.050111,23,1
0.236072,0.149017,34,0
0.121933,0.272150,24,0
0.397605,-0.086341,31,1
0.971329,0.015496,22,0
0.991923,0.228563,6,0
0.868469,0.160182,14,0
0.599656,0.188149,18,1
0.647947,-0.073877,45,0
0.983564,-0.188921,6,0
0.569516,0.049770,14,0
0.003660,0.286063,14,0
0.596211,0.156993,33,0
0.005432,0.047784,32,1
0.806584,-0.031880,39,0
0.827041,0.086698,6,0
0.518378,0.093443,17,0
0.180276,-0.144571,31,1
0.483372,-0.286314,13,1
0.823433,0.253436,17,0
0.723566,-0.208599,49,0
0.237844,0.132839,29,0
0.093676,0.272750,17,0
0.762029,0.001951,3,0
0.511010,0.022802,49,0
0.254909,0.254012,4,0
0.685220,-0.293264,29,0
0.442459,0.085262,28,1
0.829019,-0.173005,22,0
0.381860,-0.121227,37,1
0.908189,-0.185812,34,0
0.748421,0.290874,25,0
0.891070,0.069133,43,0
0.634318,0.133691,39,0
0.934859,-0.098047,29,0
0.870098,-0.283398,14,0
0.008053,0.253654,18,1
0.984690,-0.273579,7,0
0.345321,0.203958,8,0
0.653072,0.279385,6,0
0.541314,-0.152911,13,0
0.535784,0.003071,34,0
0.355460,0.215982,43,0
0.325917,-0.025004,36,1
0.353472,0.034972,22,0
0.673707,0.010427,44,0
0.890009,-0.151344,41,0
0.450599,0.159158,22,0
0.853479,0.296934,37,0
0.132861,-0.067282,33,1
0.868219,0.029405,28,0
0.171597,0.269673,11,0
0.767767,0.091734,21,0
0.534309,0.138220,39,0
0.063572,0.058577,28,1
0.745246,-0.153125,10,1
0.948982,-0.233550,36,1
0.797483,0.077376,6,0
0.275683,0.052082,33,1
0.828606,-0.116605,6,0
0.964590,0.244504,26,0
0.597689,0.110427,13,0
0.793645,-0.243297,4,1
0.694576,-0.256603,33,0
0.079980,-0.079421,25,1
0.111363,-0.097962,3,1
0.460886,-0.037349,44,1
0.302663,0.113507,39,0
0.992151,0.269134,31,0
0.105241,0.230058,41,0
0.934565,-0.054193,23,0
0.646987,-0.187924,10,0
0.882129,0.059861,24,0
0.048226,0.022458,50,1
0.320592,-0.233805,44,1
0.259499,0.191539,19,0
0.931010,0.149568,7,0
0.992183,0.287270,23,0
0.737596,-0.086558,33,0
0.557349,-0.029628,17,1
0.144666,-0.037813,48,1
0.692942,-0.031068,26,0
0.656470,0.279420,44,0
0.954969,0.279615,6,0
0.207957,0.014704,40,0
0.728457,0.205689,31,0
0.236192,0.257986,39,0
0.984167,0.120839,28,0
0.942604,-0.227363,28,0
0.353107,-0.249894,38,1
0.425149,-0.084010,27,0
0.504973,-0.138672,38,1
0.156644,-0.123230,49,0
0.299166,-0.001736,18,0
0.675673,0.080222,50,0
0.421404,-0.165127,36,1
0.651172,-0.291546,40,1
0.774680,-0.067801,8,0
0.287146,-0.182688,33,1
0.752489,0.139516,14,0
0.753680,-0.229418,42,0
0.201565,-0.039674,12,1
0.023471,-0.212580,9,1
0.861322,0.022924,41,0
0.844152,-0.232503,38,1
0.046040,-0.184658,8,1
0.232355,-0.103279,19,1
0.373089,-0.105478,39,1
0.930580,0.208022,8,0
0.040737,-0.048516,44,1
0.973589,-0.291057,32,0
0.273617,-0.298253,14,1
0.435298,0.044501,23,1
0.002929,0.235299,7,0
0.129138,-0.178602,17,1
0.209653,-0.052038,3,1
0.982054,-0.185789,31,1
0.983524,-0.248657,21,0
0.256369,0.245245,24,0
0.878613,0.274546,34,0
0.107819,-0.251043,3,1
0.419353,0.104666,18,0
0.520153,-0.169995,22,1
0.151331,-0.251985,44,1
0.610302,-0.068988,26,0
0.484995,0.253500,38,0
0.994898,-0.104146,48,0
0.242369,0.017802,48,1
0.949804,0.170458,8,0
0.390383,-0.078436,46,1
0.942993,-0.170212,12,0
0.535281,-0.189597,20,1
0.463153,-0.214907,39,1
0.055792,0.029721,49,1
0.728946,-0.053173,38,0
0.163729,-0.212110,10,1
0.752882,0.203588,19,0
0.620292,-0.063240,7,1
0.853106,0.021141,4,0
0.468599,0.095946,6,0
0.612411,-0.045878,13,1
0.429361,-0.052861,10,1
0.544537,-0.165507,9,0
0.397583,0.087135,49,0
0.724850,0.226809,38,0
0.561803,-0.124766,13,0
0.214836,0.018593,33,0
0.943889,0.082329,19,0
0.338213,-0.056251,5,1
0.664732,0.073247,31,0
0.433445,0.152420,23,0
0.977054,-0.296771,21,0
0.623022,-0.000258,47,0
0.387712,-0.052862,5,1
0.548579,0.039138,47,0
0.959806,0.166656,47,0
0.680788,-0.220479,12,1
0.408391,0.051186,12,0
0.366751,0.292530,15,0
0.210804,0.200812,7,0
0.395895,-0.269408,31,1
0.970267,0.025601,33,0
0.727778,-0.255418,12,0
0.689339,-0.086011,37,0
0.558799,0.274506,21,0
0.821988,0.226573,50,0
0.993040,-0.270578,19,0
0.916054,-0.273464,22,0
0.182409,-0.037175,25,1
0.734842,0.031865,29,0
0.537101,-0.012603,39,0
0.591678,0.063880,8,0
0.546566,-0.019808,41,0
0.914155,-0.111490,20,0
0.541227,-0.045925,26,0
0.093706,-0.275893,15,1
0.807810,-0.121244,28,0
0.346684,-0.298165,37,1
0.052799,0.111629,3,1
0.422882,-0.175316,10,1
0.817376,0.276900,16,0
0.509318,0.237912,36,0
0.051654,0.022592,26,1
0.947261,0.098901,44,0
0.812577,0.061413,12,0
0.271977,-0.062782,43,1
0.718608,-0.118285,5,0
0.966773,0.187864,8,0
0.189718,-0.076885,5,1
0.923659,0.165419,21,0
0.188337,0.007275,38,0
0.238378,-0.283217,41,1
0.452222,0.119734,8,0
0.013007,0.117414,12,1
0.494689,-0.071980,15,1
0.311638,-0.004877,8,1
0.066436,0.100933,24,1
0.483968,0.069471,31,1
0.522531,-0.002003,20,1
0.820911,-0.263091,50,0
0.996514,0.110787,39,0
0.908104,0.065818,45,0
0.180973,-0.209495,7,1
0.860474,-0.056933,48,0
0.743532,-0.079008,46,0
0.822143,0.204329,38,0
0.257796,0.096041,42,0
0.731275,0.271111,40,0
0.683686,0.113297,49,0
0.503991,0.264733,15,0
0.832911,0.021439,17,0
0.277571,0.071914,50,0
0.401227,-0.127813,3,1
0.400275,-0.191565,49,1
0.570257,0.224043,11,0
0.030046,-0.042956,26,1
0.471473,0.074098,42,0
0.093605,0.036896,19,1
0.103389,0.116519,32,1
0.765698,0.283711,13,0
0.327797,-0.144670,38,1
0.173756,-0.291101,48,1
0.787233,0.182361,40,0
0.166161,0.228298,10,0
0.384270,-0.118944,26,1
0.743981,-0.237246,49,1
0.980727,0.167634,15,0
0.709586,-0.103585,36,1
0.687599,-0.059212,40,1
0.234759,-0.159508,43,1
0.677395,0.298561,44,0
0.958095,-0.198699,18,0
0.054023,0.041057,40,1
0.355700,-0.022451,28,0
0.237117,0.028452,50,0
0.124265,-0.061254,10,1
