initial_mastery,aptitude,attempts_to_mastery
0.542539,0.832501,8.200
0.385413,0.581834,60.200
0.328561,0.540549,81.300
0.544730,0.837721,10.800
0.534080,0.676956,21.600
0.416173,0.732613,22.500
0.471944,0.540409,88.800
0.405158,0.853005,12.000
0.475617,0.739581,18.300
0.339734,0.886513,8.800
0.588318,0.689567,22.200
0.524127,0.794842,15.600
0.527783,0.735538,21.700
0.688611,0.917391,4.300
0.402671,0.872656,9.200
0.670294,0.774527,20.500
0.337836,0.872769,13.500
0.645932,0.647762,24.600
0.439584,0.867586,9.100
0.442061,0.888361,9.200
0.624708,0.512558,80.500
0.672677,0.640340,27.800
0.219739,0.662426,28.900
0.177916,0.670707,28.200
0.566261,0.681861,24.900
0.314924,0.798645,13.000
0.182904,0.638891,25.200
0.238523,0.666312,39.800
0.309111,0.520695,116.200
0.563789,0.712857,11.500
0.144233,0.747628,19.300
0.403981,0.718709,28.500
0.110517,0.916447,12.000
0.519193,0.864253,10.500
0.677998,0.949316,3.700
0.314108,0.629670,31.500
0.653798,0.874640,5.400
0.630837,0.748825,12.200
0.308956,0.741339,14.900
0.224963,0.611178,30.800
0.298079,0.664030,41.800
0.649314,0.610053,21.600
0.355352,0.723033,22.900
0.399006,0.855026,12.500
0.187838,0.730275,21.000
0.236922,0.720772,16.800
0.655742,0.550172,60.300
0.648601,0.626364,35.200
0.277816,0.587435,58.800
0.520117,0.585029,29.200
0.512022,0.856721,9.100
0.353059,0.585350,57.500
0.528279,0.834573,10.900
0.637137,0.748233,8.000
0.564701,0.756350,16.400
0.430363,0.837257,12.300
0.481155,0.604782,43.800
0.602664,0.811289,11.200
0.549843,0.709613,18.700
0.663412,0.551213,40.300
0.603777,0.795289,12.800
0.134366,0.789945,12.700
0.529935,0.629183,43.300
0.180339,0.843839,13.600
0.600244,0.935915,5.900
0.160042,0.609233,71.600
0.272565,0.725073,15.200
0.288816,0.858512,13.500
0.659700,0.529110,93.400
0.692895,0.634700,17.100
0.423251,0.898386,12.400
0.413232,0.503023,101.000
0.424184,0.732953,18.900
0.484072,0.766171,16.300
0.141307,0.842080,13.200
0.277880,0.589755,84.000
0.467106,0.574394,39.900
0.240835,0.820962,12.100
0.465585,0.674276,23.200
0.640425,0.650512,25.500
0.561069,0.906816,6.600
0.420190,0.917647,9.300
0.267330,0.666929,33.000
0.346967,0.741138,16.800
0.151565,0.508815,108.700
0.187041,0.946257,9.800
0.699147,0.866898,5.500
0.650084,0.919096,7.200
0.470526,0.569327,68.600
0.477493,0.593161,49.100
0.268373,0.572567,75.100
0.334890,0.687980,34.000
0.223047,0.851497,16.300
0.670206,0.748239,10.200
0.589092,0.811081,11.000
0.276220,0.553317,58.100
0.317537,0.511608,102.700
0.106640,0.640131,29.900
0.260726,0.688304,28.500
0.259189,0.925277,11.400
0.192207,0.530239,80.000
0.649235,0.833457,8.500
0.113896,0.641594,35.400
0.436389,0.711595,22.200
0.350380,0.860639,12.300
0.340193,0.569880,74.000
0.190324,0.920383,13.500
0.575889,0.698676,29.400
0.294465,0.908070,11.000
0.510623,0.653956,48.300
0.289503,0.553421,80.600
0.645086,0.774544,21.900
0.236448,0.778189,16.100
0.599350,0.546323,59.900
0.546114,0.868865,8.400
0.622064,0.894214,6.200
0.692047,0.728123,11.700
0.446656,0.729875,24.500
0.537958,0.632491,36.400
0.442319,0.742538,13.300
0.636587,0.888466,4.300
0.470163,0.892332,8.400
0.607695,0.687859,10.700
0.258751,0.779489,18.300
0.126991,0.892367,13.300
0.159298,0.930868,11.100
0.491554,0.758538,13.400
0.601220,0.508576,92.500
0.245328,0.925231,12.400
0.454163,0.841941,10.500
0.415179,0.592187,59.200
0.495352,0.851800,10.500
0.238289,0.525834,86.500
0.233258,0.619499,43.400
0.567732,0.804760,8.400
0.129101,0.666054,30.100
0.516393,0.892715,8.500
0.142919,0.614213,36.800
0.161902,0.846471,14.700
0.245717,0.571441,46.600
0.304877,0.644708,32.300
0.692068,0.919322,4.400
0.373838,0.565951,56.500
0.357385,0.702871,20.300
0.562504,0.898866,6.500
0.261827,0.611498,48.600
0.458193,0.859237,8.500
0.519899,0.608601,42.700
0.613698,0.675825,28.100
0.173438,0.627594,50.300
0.492897,0.757297,16.500
0.102863,0.602840,60.400
0.398078,0.813682,16.800
0.316383,0.592571,57.200
0.588836,0.772232,9.200
0.536318,0.775082,11.400
0.514905,0.668649,25.500
0.201722,0.873515,12.800
0.286071,0.774022,18.700
0.272587,0.779233,18.200
0.216408,0.806929,15.300
0.352767,0.626551,44.300
0.355116,0.633222,32.800
0.309939,0.726904,24.200
0.576452,0.603562,34.400
0.514346,0.769786,14.300
0.576966,0.659795,23.400
0.584953,0.853056,7.500
0.232423,0.700222,25.600
0.667741,0.780180,8.300
0.490293,0.553389,83.400
0.578966,0.520772,83.600
0.657008,0.538511,88.000
0.589152,0.504642,102.700
0.435768,0.888239,11.100
0.387934,0.643330,31.600
0.428766,0.920564,8.600
0.624685,0.596813,35.600
0.139695,0.537877,92.300
0.332168,0.810422,16.000
0.270587,0.750044,18.100
0.367909,0.703002,37.300
0.461293,0.879373,10.800
0.563481,0.589699,57.800
0.105096,0.523271,63.100
0.358950,0.655422,29.900
0.274193,0.759278,17.200
0.541732,0.746534,15.700
0.264660,0.751855,18.300
0.240493,0.631758,35.300
0.203721,0.834746,14.900
0.401915,0.861415,12.500
0.131258,0.846683,15.700
0.518635,0.532016,49.700
0.630560,0.576369,47.100
0.217549,0.848286,12.600
0.397024,0.769233,12.300
0.628144,0.686367,15.800
0.611496,0.522839,83.700
0.569172,0.933632,6.400
0.211955,0.654654,43.600
0.362212,0.716413,24.200
0.689959,0.608628,32.400
0.245232,0.831103,15.600
0.180007,0.836117,11.800
0.347919,0.623889,61.500
0.190700,0.798070,16.200
0.382467,0.517103,112.700
0.471490,0.711608,28.100
0.337049,0.781655,16.600
0.251674,0.648880,37.300
0.376241,0.893710,8.100
0.574461,0.744290,11.400
0.590579,0.699408,12.800
0.103707,0.557720,75.700
0.126984,0.545087,74.600
0.650363,0.812910,8.400
0.236674,0.949264,9.300
0.343792,0.823810,12.800
0.167454,0.923641,10.300
0.300716,0.854539,14.100
0.556724,0.894549,5.500
0.131793,0.655415,34.200
0.369024,0.937585,8.900
0.469472,0.933735,9.300
0.271918,0.876553,11.400
0.592725,0.708521,13.500
0.102200,0.941602,10.700
0.356286,0.821031,11.400
0.611191,0.755839,16.100
0.169991,0.673580,41.400
0.215200,0.554476,63.300
0.493115,0.695127,20.900
0.288695,0.800809,13.300
0.248182,0.636542,31.400
0.413249,0.588312,57.900
0.479253,0.568147,56.500
0.529048,0.604100,34.300
0.329277,0.947393,8.500
0.453488,0.550738,78.800
0.650753,0.788466,9.700
0.670280,0.660111,16.600
0.479509,0.701084,26.800
0.422750,0.649317,41.600
0.545452,0.676470,29.200
0.645121,0.812216,7.400
0.235019,0.699713,25.400
0.323580,0.866391,11.300
0.113322,0.646192,30.900
0.680371,0.813364,8.200
0.590559,0.795320,9.800
0.145930,0.859407,14.300
0.621411,0.853170,5.000
0.524433,0.728455,11.600
0.617636,0.851082,9.600
0.610675,0.548268,73.400
0.248503,0.679843,25.800
0.275014,0.585471,73.200
0.302889,0.515117,96.200
0.517269,0.928453,7.300
0.495951,0.708767,21.300
0.392826,0.695159,31.700
0.426563,0.815904,11.700
0.370537,0.561587,49.800
0.294952,0.683896,21.100
0.588446,0.689331,20.700
0.442796,0.597840,41.100
0.559380,0.838153,7.300
0.195489,0.824760,15.600
0.247977,0.543733,71.000
0.343273,0.589231,61.600
0.234623,0.712789,24.700
0.466151,0.527199,86.900
0.528632,0.712900,22.600
0.236238,0.775111,17.600
0.107839,0.804013,15.900
0.463982,0.628999,31.300
0.688694,0.822623,5.100
0.296387,0.866722,11.700
0.480592,0.859566,8.500
0.128769,0.920162,10.900
0.441282,0.640473,43.300
0.436005,0.585444,70.700
0.440364,0.734323,24.500
0.391442,0.521805,128.600
0.370324,0.844399,12.100
0.618953,0.736542,9.900
0.107958,0.675391,42.600
0.324821,0.709056,27.000
0.350012,0.787117,16.800
0.597299,0.579766,69.600
0.333793,0.594941,54.300
0.153569,0.708716,27.300
0.173522,0.576521,67.300
0.172200,0.949364,10.000
0.462319,0.811766,14.700
0.418084,0.671861,37.400
0.249594,0.810849,17.800
0.213363,0.882311,9.900
0.645729,0.882346,6.100
0.451568,0.540858,74.700
0.606003,0.579408,50.900
0.258732,0.583451,76.700
0.384811,0.643869,62.300
0.254196,0.554669,86.700
0.195744,0.625535,38.000
0.333516,0.685938,27.200
0.101866,0.503020,85.300
0.633973,0.922802,4.700
0.369912,0.687278,17.100
0.174147,0.945156,10.300
0.380194,0.831122,15.500
0.622314,0.595614,46.400
0.674403,0.676598,8.200
0.101047,0.778215,17.000
0.684828,0.612528,54.100
0.294164,0.725598,25.200
0.524200,0.726405,16.700
0.551661,0.588870,54.800
0.643881,0.726036,14.200
0.345852,0.796067,11.300
0.559773,0.502596,94.100
0.511145,0.537710,97.400
0.295239,0.785653,13.700
0.595686,0.879726,7.000
0.635076,0.890286,4.900
0.440118,0.861388,10.800
0.591467,0.823339,10.700
0.474897,0.510689,68.300
0.573475,0.827824,9.000
0.470892,0.650756,19.700
0.515794,0.708592,14.700
0.122546,0.769100,22.700
0.157822,0.581649,77.000
0.348079,0.564363,48.700
0.573629,0.600672,34.200
0.138210,0.643001,41.300
0.108198,0.541811,75.400
0.230845,0.565666,38.400
0.616197,0.598411,57.500
0.632296,0.724683,15.800
0.276626,0.833549,15.600
0.509088,0.561861,74.200
0.522043,0.556708,64.600
0.100558,0.772812,19.300
0.324475,0.765452,20.200
0.190054,0.710774,33.200
0.307697,0.761068,18.800
0.259130,0.717669,19.900
0.145772,0.940954,9.900
0.691620,0.865810,4.200
0.400689,0.753268,16.100
0.187012,0.694576,25.200
0.240640,0.752606,14.900
0.122077,0.844786,14.900
0.280041,0.927626,8.800
0.138652,0.934752,11.600
0.248542,0.940840,9.900
0.361210,0.559238,85.800
0.503003,0.834196,10.300
0.599513,0.709043,12.700
0.133057,0.724125,22.400
0.247974,0.879087,10.500
0.181384,0.674609,31.900
0.308861,0.813706,14.800
0.205795,0.740299,14.500
0.241119,0.925159,12.700
0.650498,0.510443,87.200
0.484850,0.940998,8.100
0.619901,0.566378,25.900
0.426104,0.568845,48.300
0.591872,0.861498,9.800
0.309813,0.576022,81.200
0.246673,0.856365,14.300
0.429280,0.596790,65.100
0.665286,0.709822,13.500
0.601031,0.824141,10.100
0.245885,0.861070,13.800
0.672833,0.871402,6.500
0.414995,0.904202,7.900
0.352566,0.547017,86.100
0.272903,0.563850,59.600
0.476274,0.516024,92.300
0.447312,0.696508,18.700
0.595009,0.572759,53.200
0.648862,0.906658,5.400
0.547878,0.665299,34.800
0.210999,0.917451,10.900
0.179476,0.665162,47.000
0.421640,0.858291,11.100
0.192156,0.772225,15.300
0.470263,0.822944,13.400
0.196993,0.713758,24.000
0.239347,0.587031,54.400
0.150230,0.779979,16.800
0.602258,0.820910,12.600
0.453731,0.697598,15.900
0.307886,0.537419,87.500
0.338009,0.632569,40.900
0.180803,0.820487,15.700
0.608770,0.517525,98.300
0.283053,0.560595,72.600
0.142754,0.711506,38.600
0.315494,0.652369,36.000
0.245827,0.585843,61.200
0.344552,0.542943,72.700
0.616171,0.551400,91.600
0.546942,0.602118,36.400
0.246190,0.789459,18.500
0.292834,0.622343,54.500
0.359851,0.701876,14.500
0.196888,0.783818,18.700
0.271004,0.573437,48.600
0.285064,0.848603,16.100
0.213325,0.565558,71.600
0.264045,0.947356,9.400
0.354802,0.694465,26.300
0.608677,0.718001,18.800
0.507989,0.600099,74.400
0.140180,0.621051,33.100
0.405024,0.818770,12.500
0.240902,0.575805,61.100
0.100762,0.840676,16.800
0.439281,0.667715,29.900
0.219468,0.873064,10.600
0.488187,0.645941,42.600
0.256422,0.689111,25.800
0.245253,0.820375,14.700
0.454491,0.720241,11.800
0.454395,0.557019,60.100
0.609252,0.537865,67.800
0.218992,0.835128,14.400
0.692165,0.590995,47.200
0.321559,0.515327,99.500
0.681987,0.736590,6.100
0.193233,0.622943,64.100
0.671628,0.608397,28.200
0.678457,0.924208,4.900
0.274248,0.511751,117.300
0.221896,0.820654,14.200
0.461796,0.548178,68.000
0.182384,0.626784,56.700
0.277075,0.518882,131.000
0.689758,0.730927,24.000
0.558971,0.939517,6.500
0.577601,0.816688,7.900
0.624070,0.751836,12.400
0.513626,0.586093,53.900
0.529982,0.542676,90.900
0.539521,0.546868,48.900
0.334869,0.545815,53.200
0.160090,0.667583,30.200
0.466005,0.698031,35.000
0.579940,0.907701,5.800
0.240666,0.632867,33.800
0.209418,0.891367,12.300
0.674202,0.510886,75.700
0.183066,0.888137,13.900
0.429263,0.893964,7.800
0.544683,0.648556,30.700
0.157011,0.857596,14.700
0.436349,0.638471,34.100
0.508109,0.721820,14.600
0.126216,0.629882,44.200
0.351898,0.935510,8.800
0.384576,0.597931,41.000
0.433539,0.807566,17.000
0.123818,0.612179,56.000
0.636104,0.809659,7.800
0.616324,0.640244,33.700
0.611960,0.669362,18.200
0.411789,0.529550,95.400
0.572855,0.652580,23.400
0.580742,0.894754,7.800
0.677889,0.880291,5.500
0.589736,0.716780,21.700
0.171641,0.611863,36.000
0.185607,0.853173,13.600
0.405139,0.679605,32.300
0.525666,0.909738,7.800
0.601193,0.798949,10.500
0.107106,0.841689,15.500
0.360164,0.848398,14.600
0.354096,0.658561,43.700
0.516691,0.723411,21.100
0.432559,0.881982,10.800
0.581647,0.841947,8.400
0.520039,0.503802,98.200
0.388345,0.677562,47.400
0.242666,0.500647,103.000
0.486568,0.845859,10.600
0.236126,0.549618,97.700
0.488530,0.768717,11.500
0.190740,0.854932,13.400
0.227211,0.739310,24.800
0.357790,0.717567,20.200
0.411269,0.904831,8.900
0.672215,0.648194,33.500
0.464538,0.683768,18.300
0.354839,0.648397,35.600
0.596830,0.612673,21.100
0.183564,0.885097,13.400
0.108864,0.949758,10.800
0.253362,0.753943,23.400
0.419685,0.833388,10.900
0.481840,0.653262,29.400
0.580919,0.619904,39.200
0.461978,0.539240,85.300
0.169682,0.739333,18.000
0.574891,0.571232,57.600
0.107479,0.643376,29.800
0.523223,0.918006,6.500
0.412818,0.848854,11.300
0.397092,0.503421,84.400
0.547129,0.892678,7.200
0.126476,0.548933,64.100
0.346386,0.641144,30.300
0.664904,0.708322,12.100
0.108262,0.672741,33.300
0.626425,0.937628,5.600
0.489131,0.881943,7.900
0.644850,0.709322,20.700
0.127556,0.821323,18.600
0.584389,0.896699,6.200
0.418825,0.558105,85.500
0.249084,0.754515,27.500
0.382615,0.699112,26.800
0.653865,0.736662,9.600
0.363640,0.926170,9.800
0.182117,0.881712,11.700
0.139304,0.886279,14.400
0.108598,0.752609,23.200
0.226739,0.571433,72.400
0.429613,0.607132,31.600
0.310181,0.581699,62.200
0.625022,0.849222,4.400
0.571619,0.814336,10.300
0.378873,0.801594,15.500
0.238198,0.900856,12.800
0.348845,0.876544,11.000
0.482749,0.891388,7.700
0.113932,0.653085,38.200
0.633536,0.791283,11.800
0.492843,0.915241,7.000
0.677532,0.754894,10.300
0.498529,0.667078,33.600
0.317626,0.874350,10.400
0.362834,0.899656,11.300
0.104176,0.643811,36.700
0.134338,0.687381,33.300
0.161791,0.611749,39.600
0.336100,0.578018,37.600
0.272148,0.907541,10.400
0.340430,0.556697,70.900
0.343660,0.503924,86.900
0.310554,0.948933,9.000
0.408274,0.521306,69.500
0.661355,0.621829,15.100
0.413689,0.666565,26.700
0.592124,0.568073,35.400
0.567696,0.661954,22.200
0.350470,0.664891,23.700
0.243791,0.746291,16.800
0.119003,0.883968,12.100
0.133410,0.774688,20.500
0.231439,0.925741,10.600
0.626296,0.752085,10.600
0.163253,0.920891,11.000
0.595246,0.568159,56.200
0.374334,0.597917,59.600
0.487334,0.915704,6.900
0.186292,0.857230,16.000
0.576412,0.922356,7.400
0.153836,0.523705,99.300
0.413807,0.903591,9.000
0.161839,0.883860,13.800
0.613048,0.613503,17.500
0.453046,0.903088,8.300
0.427391,0.815720,9.800
0.263608,0.713634,24.100
0.406619,0.644845,36.900
0.112391,0.911710,12.100
0.388510,0.537291,87.700
0.228612,0.557444,84.300
0.635255,0.511494,56.400
0.263395,0.945222,10.000
0.406767,0.802139,16.200
0.101885,0.690507,24.500
0.545723,0.593112,34.100
0.196414,0.642168,41.500
0.699266,0.543787,58.000
0.275693,0.667753,36.400
0.499262,0.541484,68.300
0.675967,0.943116,3.000
0.553786,0.614042,36.100
0.309835,0.650337,34.500
0.652466,0.623055,17.200
0.227606,0.722856,26.900
0.480684,0.947707,6.200
0.547022,0.661024,41.000
0.314140,0.925665,9.100
0.598762,0.630191,30.300
0.383519,0.891602,14.100
0.616913,0.775515,13.800
0.228739,0.941713,10.800
0.637385,0.604757,34.100
0.419837,0.744373,17.900
0.357222,0.614358,45.800
0.241216,0.879533,11.900
0.161850,0.888556,12.200
0.274727,0.748147,24.000
0.338593,0.890366,8.100
0.459474,0.891881,9.600
0.533996,0.920712,7.500
0.125656,0.880032,13.400
0.670865,0.575732,36.200
0.249181,0.642919,52.600
0.507168,0.754841,20.100
0.584017,0.903968,8.300
0.350388,0.627143,30.600
0.362629,0.772509,22.500
0.128691,0.932541,12.000
0.344884,0.801925,13.600
0.662283,0.691052,15.200
0.321535,0.834990,11.800
0.638379,0.540750,72.800
0.520535,0.736402,23.400
0.630924,0.648342,23.600
0.217521,0.833158,16.500
0.501235,0.892979,9.400
0.159663,0.919464,12.200
0.392436,0.887405,10.600
0.534557,0.644247,30.200
0.197047,0.639958,31.600
0.675255,0.791649,10.900
0.381892,0.925811,10.100
0.368530,0.913181,9.600
0.631587,0.535747,70.500
0.616118,0.797414,15.100
0.650063,0.605392,64.700
0.501879,0.614696,55.400
0.497187,0.655539,35.600
0.237837,0.923138,11.900
0.545361,0.753176,13.000
0.472910,0.912254,8.100
0.305844,0.653967,20.900
0.679954,0.673420,20.000
0.391723,0.767026,16.400
0.534021,0.830794,8.400
0.499580,0.681071,20.500
0.106320,0.921782,12.500
0.374040,0.929294,8.900
0.464189,0.801735,14.900
0.699949,0.767244,8.200
0.192600,0.671494,37.900
0.509171,0.813653,10.300
0.361969,0.786249,13.900
0.382309,0.734058,23.100
0.195005,0.539430,107.400
0.418074,0.559845,79.200
0.127507,0.831946,17.300
0.348463,0.715488,20.400
0.343311,0.562518,70.900
0.204113,0.609504,39.400
0.698591,0.879272,4.600
0.527454,0.908510,8.400
0.673389,0.621578,38.300
0.545494,0.779571,10.300
0.396350,0.533161,72.100
0.467648,0.579883,73.100
0.200744,0.509645,81.600
0.191758,0.501104,76.700
0.391804,0.857847,11.400
0.221834,0.867709,12.700
0.562011,0.938267,6.800
0.278172,0.896631,9.000
0.152407,0.803325,20.300
0.451242,0.655834,39.800
0.433269,0.582226,59.900
0.256692,0.881789,11.700
0.177257,0.905513,10.900
0.477129,0.703458,15.600
0.544212,0.566012,39.900
0.213450,0.645921,45.000
0.547540,0.678316,19.800
0.493322,0.540667,104.900
0.564712,0.780162,17.100
0.138341,0.805113,14.100
0.679632,0.508111,59.000
0.495732,0.675961,24.900
0.255262,0.563600,78.000
0.626292,0.503029,63.900
0.448445,0.892967,10.000
0.196322,0.550410,69.200
0.611551,0.668970,27.300
0.533310,0.562333,73.000
0.268198,0.877265,12.300
0.426268,0.542172,78.000
0.339514,0.873256,10.700
0.104087,0.739300,23.200
0.386644,0.649394,23.900
0.241366,0.565579,54.100
0.192650,0.699784,36.600
0.155586,0.583174,87.700
0.234056,0.540602,94.100
0.555703,0.510811,95.400
0.315246,0.531391,106.500
0.183438,0.516356,90.800
0.201743,0.668431,46.300
0.491396,0.619633,23.800
0.342039,0.842324,10.400
0.473194,0.762667,14.800
0.131317,0.907453,11.700
0.537085,0.667096,24.500
0.677640,0.720209,7.400
0.571920,0.906972,5.300
0.533040,0.712111,23.000
0.219169,0.947660,9.700
0.343370,0.776737,17.700
0.193415,0.855075,15.400
0.557250,0.808121,15.600
0.545316,0.538800,77.400
0.173918,0.640720,37.100
0.547133,0.654113,41.300
0.442667,0.869261,8.800
0.688436,0.597461,47.900
0.693757,0.935804,4.500
0.148445,0.558258,83.700
0.602091,0.579123,60.500
0.196314,0.680698,22.200
0.429922,0.509631,112.300
0.403079,0.760345,15.200
0.264326,0.713453,26.400
0.533265,0.859338,9.300
0.421511,0.600096,58.800
0.473259,0.780433,16.800
0.514677,0.728808,15.800
0.342687,0.683461,21.800
0.124871,0.507520,107.700
0.254620,0.896060,10.200
0.205373,0.843331,18.100
0.552007,0.541682,54.100
0.249779,0.716682,23.700
0.319141,0.726087,27.100
0.367656,0.517117,69.000
0.601155,0.697603,14.900
0.606691,0.893216,6.200
0.231950,0.507289,106.300
0.345010,0.747337,15.100
0.246665,0.535779,70.300
0.685617,0.536706,72.200
0.419886,0.700835,33.400
0.100482,0.785156,17.500
0.154375,0.877109,12.500
0.613595,0.727308,14.600
0.338836,0.679479,21.300
0.643209,0.660087,21.800
0.497947,0.857468,9.000
0.419946,0.658336,28.000
0.588976,0.819370,13.600
0.538215,0.824025,8.900
0.449103,0.690256,19.700
0.150982,0.519851,75.700
0.581487,0.913021,5.900
0.598802,0.532521,86.900
0.636253,0.891544,4.400
0.160997,0.697941,25.300
0.683290,0.690191,12.500
0.362501,0.678914,24.000
0.230707,0.767311,16.200
0.526459,0.556921,49.600
0.564705,0.523959,96.400
0.100326,0.624453,36.500
0.295049,0.806145,17.900
0.381017,0.902996,9.900
0.609448,0.671017,27.700
0.111953,0.915913,12.000
0.551027,0.574472,61.500
0.658836,0.742441,14.700
0.664956,0.618644,29.600
0.235098,0.872479,15.300
0.470463,0.507414,60.200
0.386022,0.881915,8.600
0.469703,0.948868,7.200
0.427880,0.762256,20.800
0.642779,0.733132,13.700
0.539595,0.512827,110.400
0.427617,0.766995,12.000
0.698415,0.900742,3.700
0.663244,0.769722,9.000
0.189832,0.855795,14.700
0.481473,0.926448,7.400
0.661504,0.947464,4.900
0.607018,0.743346,10.700
0.636424,0.648111,33.800
0.470025,0.640697,29.100
0.146857,0.671480,54.300
0.110210,0.533364,97.900
0.280978,0.880216,14.000
0.469793,0.859765,11.500
0.655286,0.725982,17.400
0.336535,0.591289,54.400
0.476089,0.894413,8.900
0.420166,0.919470,9.200
0.241603,0.760541,15.200
0.288195,0.758995,22.400
0.323902,0.702444,22.200
0.558734,0.713567,15.000
0.501130,0.661911,45.700
0.384667,0.936944,7.700
0.694802,0.687057,11.700
0.279080,0.730446,25.400
0.539905,0.567755,55.200
0.166377,0.540470,86.200
0.371004,0.864842,9.900
0.566905,0.943737,5.700
0.386892,0.784358,15.100
0.451496,0.519439,67.900
0.386673,0.577221,57.700
0.235437,0.631269,52.400
0.622680,0.825058,7.200
0.498296,0.707807,18.800
0.545936,0.616607,38.100
0.669469,0.751412,11.000
0.515447,0.940178,9.100
0.138983,0.750964,24.900
0.477634,0.804292,14.200
0.403040,0.503689,129.200
0.232908,0.732012,31.700
0.455963,0.686664,15.100
0.503822,0.874058,11.000
0.435487,0.910012,8.200
0.191936,0.891110,10.700
0.481029,0.602973,40.200
0.114897,0.842259,14.000
0.195660,0.725610,26.000
0.578926,0.698696,28.400
0.393905,0.562040,58.200
0.454338,0.566856,73.300
0.303520,0.809687,17.700
0.439651,0.750232,14.600
0.122729,0.897174,11.600
0.114326,0.768522,21.300
0.642331,0.663077,24.300
0.271795,0.904027,13.800
0.582160,0.500672,90.300
0.409783,0.638308,21.300
0.145157,0.709682,21.200
0.137645,0.624046,62.400
0.137219,0.723768,36.100
0.401451,0.613014,30.400
0.300183,0.763626,14.600
0.686783,0.696187,22.400
0.164504,0.794411,15.700
0.338059,0.816027,12.900
0.108354,0.627939,51.100
0.468303,0.837497,10.800
0.156697,0.660038,40.200
0.508441,0.911208,6.200
0.531271,0.946033,7.500
0.691637,0.873253,4.800
0.232698,0.708956,28.300
0.493899,0.716224,14.000
0.283467,0.681812,27.600
0.282658,0.684426,33.700
0.613972,0.755362,9.400
0.634248,0.706601,19.900
0.261389,0.734082,25.000
0.458979,0.816383,16.000
0.544116,0.936542,6.800
0.303597,0.739203,21.900
0.192386,0.945369,10.700
0.589839,0.873335,9.100
0.413775,0.710389,18.600
0.266682,0.847282,14.100
0.116548,0.867548,12.000
0.614694,0.626549,20.400
0.366901,0.502833,106.600
0.432793,0.845680,9.500
0.180486,0.597850,50.000
0.149619,0.775981,15.900
0.313594,0.596504,57.800
0.237474,0.740826,21.300
0.120591,0.575395,73.900
0.205674,0.866372,13.800
0.492265,0.729725,18.000
0.250543,0.948987,9.800
0.679500,0.607033,21.400
0.640517,0.615408,56.400
0.307433,0.922160,9.800
0.574791,0.841726,6.500
0.207832,0.806784,17.300
0.379149,0.575544,78.200
0.357465,0.843267,15.200
0.623773,0.597235,39.900
0.343054,0.903750,11.300
0.197559,0.729174,19.800
0.519249,0.643931,38.500
0.484258,0.807339,10.700
0.293213,0.702985,21.900
0.545070,0.560330,72.500
0.484129,0.596416,36.900
0.192742,0.774828,17.000
0.221261,0.624561,29.300
0.497362,0.713683,30.800
0.460109,0.657126,30.900
0.120910,0.726036,23.600
0.253444,0.915927,11.600
0.155633,0.745726,23.900
0.684426,0.833504,6.300
0.389889,0.598721,76.000
0.404109,0.630580,38.300
0.187886,0.710195,29.000
0.381120,0.510564,90.500
0.678187,0.884242,3.700
0.618942,0.618572,42.400
0.389005,0.735843,21.300
0.628404,0.607282,61.200
0.353015,0.551928,64.700
0.467490,0.567315,75.300
0.329414,0.894162,9.600
0.508415,0.939326,6.600
0.521155,0.910106,9.000
0.162309,0.616402,56.800
0.639140,0.730360,20.000
0.250381,0.523045,80.300
0.557175,0.857053,7.600
0.665297,0.748773,10.500
0.275930,0.821488,15.200
0.685083,0.814383,7.000
0.564570,0.699304,20.300
0.540073,0.881349,9.700
0.163591,0.582229,62.000
0.378039,0.911016,8.200
0.384061,0.710936,16.300
0.637038,0.750106,10.200
0.394213,0.616741,37.600
0.331436,0.533822,99.100
0.354624,0.808504,14.300
0.678225,0.637662,17.600
0.468306,0.661903,25.200
0.398835,0.713743,19.400
0.558334,0.692781,19.600
0.268525,0.917264,10.500
0.613253,0.824722,10.200
0.473884,0.695875,24.100
0.258593,0.779404,20.900
0.158527,0.586881,67.600
0.401499,0.838546,9.400
0.557517,0.844172,7.800
0.296433,0.615982,52.400
0.677840,0.558281,83.000
0.421442,0.660191,29.800
0.610401,0.535159,47.500
0.174271,0.644847,30.300
0.427230,0.554469,57.400
0.686795,0.681069,23.900
0.360720,0.576413,67.700
0.566936,0.789331,11.200
0.523061,0.851895,9.500
0.304491,0.800474,13.800
0.598130,0.749126,12.100
0.365568,0.601189,29.500
0.330752,0.584201,70.300
0.498049,0.899178,11.100
0.228274,0.903931,11.700
0.644462,0.920569,4.000
0.140067,0.615804,34.400
0.638442,0.858475,8.600
0.424766,0.812417,12.000
0.501395,0.722446,16.400
0.674313,0.637172,25.100
0.676556,0.659683,11.300
0.611581,0.593237,73.900
0.558275,0.747884,13.300
0.441451,0.611495,48.800
0.235441,0.857100,12.700
0.364126,0.741248,18.900
0.447191,0.700126,24.700
0.246051,0.790052,14.800
0.461553,0.728529,21.500
0.437704,0.869690,11.400
0.530800,0.671873,30.900
0.478522,0.789126,11.700
0.618851,0.899155,5.100
0.351762,0.706936,19.000
0.445963,0.680455,36.400
0.463062,0.736443,24.000
0.308700,0.864660,12.200
0.497139,0.874004,9.800
0.298220,0.755106,16.100
0.566771,0.510826,90.800
0.644707,0.856251,6.100
0.251505,0.906535,11.400
0.451138,0.711881,17.100
0.616647,0.778943,8.900
0.450454,0.501796,95.100
0.352390,0.557077,65.900
